Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
03/04/17,walking,walking,2017-04-03T01:02:37+02:00,2017-04-03T01:03:06+02:00,29,0.015,30,1
03/04/17,walking,walking,2017-04-03T08:06:49+02:00,2017-04-03T08:08:28+02:00,99,0.072,144,5
03/04/17,cycling,cycling,2017-04-03T08:19:32+02:00,2017-04-03T08:27:51+02:00,499,1.791,0,51
03/04/17,walking,walking,2017-04-03T08:27:51+02:00,2017-04-03T08:29:32+02:00,101,0.076,152,5
03/04/17,walking,walking,2017-04-03T09:05:57+02:00,2017-04-03T09:08:41+02:00,164,0.173,231,11
03/04/17,walking,walking,2017-04-03T11:57:46+02:00,2017-04-03T11:57:51+02:00,5,0.003,6,0
03/04/17,walking,walking,2017-04-03T11:58:06+02:00,2017-04-03T12:07:38+02:00,572,0.604,1004,38
03/04/17,walking,walking,2017-04-03T12:09:59+02:00,2017-04-03T12:10:17+02:00,18,0.014,28,1
03/04/17,walking,walking,2017-04-03T12:25:25+02:00,2017-04-03T12:39:14+02:00,829,0.759,1229,48
03/04/17,walking,walking,2017-04-03T13:04:28+02:00,2017-04-03T13:05:34+02:00,66,0.050,100,3
03/04/17,walking,walking,2017-04-03T15:43:00+02:00,2017-04-03T15:43:40+02:00,40,0.039,78,2
03/04/17,walking,walking,2017-04-03T16:55:00+02:00,2017-04-03T16:57:46+02:00,166,0.141,188,9
03/04/17,walking,walking,2017-04-03T17:04:11+02:00,2017-04-03T17:06:14+02:00,123,0.130,174,8
03/04/17,cycling,cycling,2017-04-03T17:10:01+02:00,2017-04-03T17:25:35+02:00,934,2.263,0,68
03/04/17,walking,walking,2017-04-03T17:25:36+02:00,2017-04-03T17:26:08+02:00,32,0.024,48,2
03/04/17,running,running,2017-04-03T17:44:58+02:00,2017-04-03T18:30:33+02:00,2735,7.201,6200,551
03/04/17,walking,walking,2017-04-03T18:30:34+02:00,2017-04-03T18:32:14+02:00,100,0.075,150,5
03/04/17,walking,walking,2017-04-03T19:26:43+02:00,2017-04-03T19:31:54+02:00,311,0.218,436,14
03/04/17,walking,walking,2017-04-03T19:33:48+02:00,2017-04-03T19:35:28+02:00,100,0.075,150,5
03/04/17,walking,walking,2017-04-03T19:42:18+02:00,2017-04-03T19:42:58+02:00,40,0.030,60,2
